Unnamed: 0,recipe_name,Ingredients,Ingredients_alpha,eng_Ingredients_alpha,Ingredients_string,pays
19,"["" Sardines à l'escabèche "", 'Scabitch sardine', '']",-   sardines  -    ail  -   oignons    -   tomates  -   huile  olive  -   thym  -   laurier  -   vinaigre -    sel -    poivre noir  -    poivre rouge   ,"{'ail': 259, 'huile  olive': 979, 'sel': 778, 'thym': 269, 'sardines': 683, 'poivre noir': 399, 'tomates': 364, 'poivre rouge': 339, 'oignons': 348, 'vinaigre': 322, 'laurier': 305}","{'garlic': 259, 'olive oil': 979, 'salt': 778, 'thyme': 269, 'clupeinae': 683, 'white pepper': 399, 'tomato': 364, 'pepper': 339, 'onion': 348, 'vinegar ': 322, 'laurel ': 305}"," 'garlic','olive oil','salt','clupeinae','white pepper','thyme','tomato','pepper','onion','vinegar','laurel'",ALGERIE
22,"[' Seiches en sauce tomate ', 'Sépia chtéteha ', '']",-    seiches -   huile  -  ail  -   tomates  -    persil  -    coriandre  -   oignon   -   laurier  -   thym  -    sel -   poivre noir  -   poivre rouge   ,"{'coriandre': 254, 'huile': 901, 'ail': 259, 'laurier': 305, 'sel': 778, 'oignon': 348, 'thym': 269, 'poivre noir': 399, 'tomates': 364, 'poivre rouge': 339, 'persil': 338, 'seiches': 545}","{'coriander': 254, 'cooking oil': 901, 'garlic': 259, 'laurel': 305, 'salt': 778, 'onion': 348, 'thyme': 269, 'white pepper': 399, 'tomato': 364, 'pepper': 339, 'parsley': 338, 'cuttlefish ': 545}"," 'cooking oil','garlic','laurel','salt','onion','coriander','white pepper','tomato','thyme','pepper','parsley','cuttlefish'",ALGERIE
3,"[' poivron rouge cuits en salade', 'slata felfel hmar', '']",-   poivron rouge -   tomates -    ail -    huile -   vinaigre -     poivre noir -     sel  ,"{'huile': 901, 'ail': 259, 'poivron rouge': 339, 'sel': 778, 'poivre noir': 399, 'tomates': 364, 'vinaigre': 322}","{'cooking oil': 901, 'garlic': 259, 'pepper': 339, 'salt': 778, 'white pepper': 399, 'tomato': 364, 'vinegar ': 322} "," 'cooking oil','garlic','pepper','white pepper','salt','vinegar','tomato'",ALGERIE
12,"[' Tchaktchouka maqliya', 'Ratatouille frite', '']",-   tomates -   poivrons -   oignon   -   huile -  ail -    sel -    poivre rouge  ,"{'poivrons': 339, 'huile': 901, 'ail': 259, 'sel': 778, 'oignon': 348, 'tomates': 364, 'poivre rouge': 339}","{'pepper': 339, 'cooking oil': 901, 'garlic': 259, 'salt': 778, 'onion': 348, 'tomato': 364, 'pepper': 339}"," 'pepper','cooking oil','garlic','salt','onion','tomato','pepper'  ",ALGERIE
13,"[' Tchaktchouka mechwiya', 'Ratatouille grillèe', '']",-   tomates -   poivrons -  piments verts -  ail -   huile - œufs -    poivre rouge -    sel  ,"{'poivrons': 339, 'œufs': 0, 'huile': 901, 'ail': 259, 'piments verts': 362, 'sel': 778, 'tomates': 364, 'poivre rouge': 339}","{'pepper': 339, 'egg': 0, 'cooking oil': 901, 'garlic': 259, 'capsicum': 362, 'salt': 778, 'tomato': 364, 'pepper': 339} "," 'pepper','egg','cooking oil','garlic','capsicum','salt','tomato','pepper'",ALGERIE
0,"[' Chorba berkoukés ', 'Soupe aux petits plombs', '']",-      mouton -      plombs -    tomates -  oignons    -    coriandre  -    persil  -    céleri  -    menthe rouge  ou menthe sauce -    smen  -    huile  -    poivre rouge -    poivre noir -    sel -  pommes de terre   -  carotte -   courgettes - navet -      poie chiches   -      fèves  -     piment fort    ,"{'coriandre': 254, 'pommes de terre': 373, 'céleri': 329, 'semoule': 869, 'semouline': 869, 'sel': 778, 'persil': 338, 'navet': 358, 'courgettes': 968, 'huile': 901, 'oignons ': 348, 'mouton': 277, 'poivre noir': 399, 'fèves': 284, 'poivre rouge': 339, 'poie chiches': 417, 'menthe rouge': 262, 'smen': 60, 'carotte': 368, 'tomates': 364, 'piment fort': 362}","{'coriander': 254, 'potato': 373, 'celery ': 329, 'semolina ': 869, 'semolina ': 869, 'salt': 778, 'parsley': 338, 'turnip ': 358, 'green zucchini': 968, 'cooking oil': 901, 'onion ': 348, 'mutton': 277, 'white pepper': 399, 'beans': 284, 'pepper': 339, 'chickpea': 417, 'mint ': 262, 'butter': 60, 'carrot ': 368, 'tomato': 364, 'capsicum': 362}"," 'coriander','potato','celery','semolina','semolina','salt','parsley','turnip','green zucchini','cooking oil','onion','mutton','white pepper','beans','pepper','chickpea','mint','butter','carrot','tomato','capsicum'   ",ALGERIE
1,"[' chorba frik ', 'soupe au blé vert concassé ', '']",-      mouton -    tomates  -      tomate  -  oignons  -     céleri  -    coriandre -  piment vert  -      pois chiches    -    smen  -    huile  -     poivre rouge -     poivre noir  -   frik  ,"{'piment vert': 362, 'coriandre': 254, 'huile': 901, 'tomate': 364, 'frik': 452, 'oignons ': 348, 'mouton': 277, 'pois chiches': 417, 'smen': 60, 'céleri': 329, 'poivre noir': 399, 'tomates': 364, 'poivre rouge': 339}","{'capsicum': 362, 'coriander': 254, 'cooking oil': 901, 'tomato': 364, 'wheat': 452, 'onion ': 348, 'mutton': 277, 'chickpea': 417, 'butter': 60, 'celery ': 329, 'white pepper': 399, 'tomato': 364, 'pepper': 339}"," 'capsicum','coriander','cooking oil','tomato','wheat','onion','mutton','chickpea','butter','celery','white pepper','tomato','pepper'",ALGERIE
3,"[' Chorba mqafta ', 'Soupe aux petits Pâtes', '']",-     mouton  -   huile -    smen - oignon      - pomme de terre    -     pois    -   pois chiches     -   tomates   -   courgettes  -   coriandre -   menthe  -   poivre rouge -    poivre noir -  cannelle  -  carvi -   sel -     pâtes ou de vermicelles - citron   ,"{'pomme de terre': 373, 'coriandre': 254, 'pâtes': 484, 'huile': 901, 'menthe': 262, 'citron': 240, 'cannelle': 330, 'mouton': 277, 'pois chiches': 417, 'courgettes': 968, 'smen': 60, 'sel': 778, 'oignon': 348, 'poivre noir': 399, 'tomates': 364, 'poivre rouge': 339, 'pois': 288, 'carvi': 326}","{'potato': 373, 'coriander': 254, 'pasta ': 484, 'cooking oil': 901, 'mint': 262, 'lemon': 240, 'cinnamon': 330, 'mouton': 277, 'chickpea': 417, 'green zucchini': 968, 'butter': 60, 'salt': 778, 'onion': 348, 'white pepper': 399, 'tomato': 364, 'pepper': 339, 'peas': 288, 'caraway': 326}"," 'potato','coriander','pasta','cooking oil','mint','lemon','cinnamon','chickpea','green zucchini','butter','salt','onion','white pepper','tomato','pepper','peas','caraway'",ALGERIE
12,"[' Harira de Tlemcen ', 'soupe au levain ', '']",-     mouton  -   tomates - oignon     -   pois chiches    -     lentilles  -     févettes - pomme de terre    -   courgettes -   coriandre  -   farine  -   menthe  -   céleri  -   safran  -    poivre noir  -  cannelle  -   sel -   carvi -   smen -   huile -   riz - citron -   vinaigre  -  eau   ,"{'coriandre': 254, 'céleri': 329, 'menthe': 262, 'carvi': 326, 'farine': 920, 'lentilles': 429, 'safran': 340, 'cannelle': 330, 'courgettes': 968, 'citron': 240, 'vinaigre': 322, 'huile': 901, 'mouton': 277, 'pois chiches': 417, 'sel': 778, 'oignon': 348, 'poivre noir': 399, 'eau': 794, 'pomme de terre': 373, 'riz': 55, 'févettes': 284, 'smen': 60, 'tomates': 364}","{'coriander': 254, 'celery': 329, 'mint': 262, 'carvi': 326, 'flour': 920, 'lentils': 429, 'saffron': 340, 'cinnamon': 330, 'green zucchini': 968, 'citron': 240, 'vinegar': 322, 'cooking oil': 901, 'mutton': 277, 'caraway': 417, 'salt': 778, 'onion': 348, 'white pepper': 399, 'water': 794, 'potato': 373, 'rice': 55, 'bean': 284, 'butter': 60, 'tomato': 364}","'coriander','celery','mint','caraway','salt','onion','white pepper','water','potato','rice','beans','butter','tomato'",ALGERIE
14,"[' Potage blac constantinois ', 'Djari byad', '']",-   poulet -     mouton -   beurre  -   oignon    -  riz  - jaune de  œuf  -le jus   citron -   persil  -    sel -    poivre noir   ,"{'le jus   citron': 240, 'riz': 55, 'beurre': 60, 'poulet': 272, 'mouton': 277, 'jaune de  œuf': 983, 'sel': 778, 'oignon': 348, 'poivre noir': 399, 'persil': 338}","{'lemon': 240, 'rice': 55, 'butter': 60, 'chicken': 272, 'mutton': 277, 'egg yolk': 983, 'salt': 778, 'onion': 348, 'white pepper': 399, 'parsley': 338}"," 'lemon','rice','butter','chicken','mutton','egg yolk','salt','onion','white pepper','parsley'  ",ALGERIE
15,"[' Soupe de poissons (1) ', 'chorba hout ', '']",-   poisson   -   tomates -    ail - oignon      - pomme de terre - carotte -   céleri  -    persil -    coriandre  -   laurier  -   thym  -   huile  olive -   sel -    poivre noir -   safran  - piment rouge     ,"{'pomme de terre': 373, 'coriandre': 254, 'ail': 259, 'huile  olive': 979, 'safran': 340, 'poisson': 151, 'céleri': 329, 'oignon': 348, 'carotte': 368, 'thym': 269, 'tomates': 364, 'sel': 778, 'poivre noir': 399, 'piment rouge': 362, 'persil': 338, 'laurier': 305}","{'potato': 373, 'coriander': 254, 'garlic': 259, 'olive oil': 979, 'saffron': 340, 'fish': 151, 'celery': 329, 'onion': 348, 'carrot': 368, 'thyme': 269, 'tomato': 364, 'salt': 778, 'white pepper': 399, 'capsicum': 362, 'parsley': 338, 'laurel': 305} ","'potato','coriander','garlic','olive oil','saffron','fish','celery','onion','carrot','tomato','thyme','salt','white pepper','capsicum','parsley','laurel'",ALGERIE
1,"[' Croquettes de poulet ', 'Mchimech djedj ', '']",-     -   oignon   -   beurre  -   farine  -  chapelure  -  farine -    sel -    poivre noir  -huile    ,"{'oignon': 348, 'beurre': 60, 'farine': 920, 'chapelure': 2, 'sel': 778, 'poivre noir': 399, 'huile': 901}","{'onion': 348, 'butter': 60, 'flour': 920, 'bread': 2, 'salt': 778, 'white pepper': 399, 'cooking oil': 901}","'onion', 'butter', 'flour', 'bread', 'salt', 'white pepper', 'cooking oil'",ALGERIE
5,"[' Lapin aux olives ', 'Larneb be zitoun ', '']",- lapin  -   olive  -    ail  - oignons      -      tomate  -   vinaigre  -   laurier  -   basilic  -   olives      -  piment de cayenne  -sel  -poivre noir   ,"{'lapin': 690, 'olive': 307, 'ail': 259, 'oignons': 348, 'tomate': 364, 'vinaigre': 322, 'laurier': 305, 'basilic': 250, 'olives': 307, 'piment de cayenne': 362, 'sel': 778, 'poivre noir': 399}","{'rabbit': 690, 'olive': 307, 'garlic': 259, 'onion': 348, 'tomato': 364, 'vinegar': 322, 'laurel': 305, 'basil': 250, 'olive': 307, 'capsicum': 362, 'salt': 778, 'white pepper': 399}","'rabbit', 'olive', 'garlic', 'onion', 'tomato', 'vinegar', 'laurel', 'basil', 'olive', 'capsicum', 'salt', 'white pepper'",ALGERIE
10,"[' Pigeonnaux aux petits pois ', 'Tajine el-hmam bel-djelbana ', '']",- pigeonneaux  -     pois  -   carottes  - oignon vert  -   smen  -   huile  -     persil  - citron  -    poivre noir  -    cannelle  -    sel   ,"{'pigeonneaux': 276, 'pois': 288, 'carottes': 368, 'oignon vert': 472, 'smen': 60, 'huile': 901, 'persil': 338, 'citron': 240, 'poivre noir': 399, 'cannelle': 330, 'sel': 778}","{'meat': 276, 'peas': 288, 'carrot': 368, 'welsh onion': 472, 'butter': 60, 'cooking oil': 901, 'parsley': 338, 'lemon': 240, 'white pepper': 399, 'cinnamon': 330, 'salt': 778}","'meat', 'peas', 'carrot', 'welsh onion', 'butter', 'cooking oil', 'parsley', 'lemon', 'white pepper', 'cinnamon', 'salt'",ALGERIE
14,"["" Poulet à l'andalouse "", '']",-     -   tomates  -  ail  -   huile  - œufs  -   thym  -   persil  -   piment fort    -   poivre noir  -    sel   ,"{'tomates': 364, 'ail': 259, 'huile': 901, 'œufs': 0, 'thym': 269, 'persil': 338, 'piment fort': 362, 'poivre noir': 399, 'sel': 778}","{'tomato': 364, 'garlic': 259, 'cooking oil': 901, 'egg': 0, 'thyme': 269, 'parsley': 338, 'capsicum': 362, 'white pepper': 399, 'salt': 778}","'tomato', 'garlic', 'cooking oil', 'egg', 'thyme', 'parsley', 'capsicum', 'white pepper', 'salt'",ALGERIE
16,"[' Poulet aux croquettes en forme de pêches ', '']",-    -   pois chiches    -   smen  - oignon      -    ail  -    persil  - coriandre  -  cannelle  -  poivre noir  -    sel  -   mie de pain  -   viande    - œuf  -   farine  -   fromage    -  lait  -  cannelle  -  poivre noir  -  sel  -huile     ,"{'pois chiches': 417, 'smen': 60, 'oignon': 348, 'ail': 259, 'persil': 338, 'coriandre': 254, 'cannelle': 330, 'poivre noir': 399, 'sel': 778, 'mie de pain': 2, 'viande': 276, 'œuf': 0, 'farine': 920, 'fromage': 62, 'lait': 88, 'huile': 901}","{'chickpea': 417, 'butter': 60, 'onion': 348, 'garlic': 259, 'parsley': 338, 'coriander': 254, 'cinnamon': 330, 'white pepper': 399, 'salt': 778, 'bread': 2, 'meat': 276, 'egg': 0, 'flour': 920, 'cheese': 62, 'milk': 88, 'cooking oil': 901}","'chickpea', 'butter', 'onion', 'garlic', 'parsley', 'coriander', 'cinnamon', 'white pepper', 'salt', 'bread', 'meat', 'egg', 'flour', 'cheese', 'milk', 'cooking oil'",ALGERIE
23,"["" Poulet aux olives à la mode d'Annaba "", '']",-   -   olives      -   oignon    -   smen  -    poivre noir  -  sel  -   viande    -  sel  -  poivre noir -   oignon   - blanc  oeuf   ,"{'olives': 307, 'oignon': 348, 'smen': 60, 'poivre noir': 399, 'sel': 778, 'viande': 276, 'blanc  oeuf': 985}","{'olive': 307, 'onion': 348, 'butter': 60, 'white pepper': 399, 'salt': 778, 'meat': 276, 'egg white': 985}","'olive', 'onion', 'butter', 'white pepper', 'salt', 'meat', 'egg white'",ALGERIE
26,"[' Poulet rôti aux pruneaux et raisins sec ', 'Djedj mhammar bel-berqouq wa zbib ', '']",-  -   beurre  -   pruneaux    -   raisins    -    sel  -  poivre noir  -   oignons     ,"{'beurre': 60, 'pruneaux': 207, 'raisins': 182, 'sel': 778, 'poivre noir': 399, 'oignons': 348}","{'butter': 60, 'plum': 207, 'grape': 182, 'salt': 778, 'white pepper': 399, 'onion': 348}","'butter', 'plum', 'grape', 'salt', 'white pepper', 'onion'",ALGERIE
29,"[' Tajine de poulet aux oeufs ', ""Al-qadi wa djma'tou "", '']",-   -   pois chiches    -   smen  - oignon    - œufs  -   poivre noir  -    cannelle  -    sel    ,"{'pois chiches': 417, 'smen': 60, 'oignon': 348, 'œufs': 0, 'poivre noir': 399, 'cannelle': 330, 'sel': 778}","{'chickpea': 417, 'butter': 60, 'onion': 348, 'egg': 0, 'white pepper': 399, 'cinnamon': 330, 'salt': 778}","'chickpea', 'butter', 'onion', 'egg', 'white pepper', 'cinnamon', 'salt'",ALGERIE
7,"[' Omlette aux crevettes ', '']",-   crevettes  -   beurre  - œufs  -sel  -poivre noir  -    persil  -huile    ,"{'crevettes': 145, 'beurre': 60, 'œufs': 0, 'sel': 778, 'poivre noir': 399, 'persil': 338, 'huile': 901}","{'shrimp': 145, 'butter': 60, 'egg': 0, 'salt': 778, 'white pepper': 399, 'parsley': 338, 'cooking oil': 901}","'shrimp', 'butter', 'egg', 'salt', 'white pepper', 'parsley', 'cooking oil'",ALGERIE
8,"[' Omlette à la sauce piquante ', '']",-   tomates  - œufs  -  ail  -   piment fort    -   huile  -    sel  -    carvi   ,"{'tomates': 364, 'œufs': 0, 'ail': 259, 'piment fort': 362, 'huile': 901, 'sel': 778, 'carvi': 326}","{'tomato': 364, 'egg': 0, 'garlic': 259, 'capsicum': 362, 'cooking oil': 901, 'salt': 778, 'caraway': 326}","'tomato', 'egg', 'garlic', 'capsicum', 'cooking oil', 'salt', 'caraway'",ALGERIE
9,"[' Omelette aux pommes de terre et aux merguez', 'Taqliyat al-batata bel-merguaz', '']",-   merguez -   pomme de terre -   huile  -      tomate  -    ail  - œufs  -   poivre rouge -    carvi    -    piment fort   -    sel   ,"{'viande': 276, 'ail': 259, 'poivre rouge': 339, 'cumin': 332, 'gingembre': 333, 'sel': 778, 'poivre': 339, 'cannelle': 330, 'coriandre': 254, 'allspice': 375, 'clove': 331, 'piment': 362, 'tabel': 254, 'menthe': 262, 'graines de fenouil': 257, 'poivre noir': 399, 'huile': 901, 'pomme de terre': 373, 'tomate': 364, 'œufs': 0, 'carvi': 326, 'piment fort': 362}","{'meat': 276, 'garlic': 259, 'pepper': 339, 'cumin': 332, 'ginger': 333, 'salt': 778, 'pepper': 339, 'cinnamon': 330, 'coriander': 254, 'allspice': 375, 'clove': 331, 'capsicum': 362, 'coriander': 254, 'mint': 262, 'fennel': 257, 'white pepper': 399, 'cooking oil': 901, 'potato': 373, 'tomato': 364, 'egg': 0, 'caraway': 326, 'capsicum': 362}","'meat', 'garlic', 'pepper', 'cumin', 'ginger', 'salt', 'pepper', 'cinnamon', 'coriander', 'allspice', 'clove', 'capsicum', 'coriander', 'mint', 'fennel', 'white pepper', 'cooking oil', 'potato', 'tomato', 'egg', 'caraway','capsicum'",ALGERIE
10,"[' Omlette aux poivrons frais ', '']", -   poivrons  - œufs  -  sel  -   huile      -  viande    -    persil  -    coriandre  -    ail  -   poivre noir  -    cumin  -  sel  - œuf   ,"{'poivrons': 339, 'œufs': 0, 'sel': 778, 'huile': 901, 'viande': 276, 'persil': 338, 'coriandre': 254, 'ail': 259, 'poivre noir': 399, 'cumin': 332, 'œuf': 0}","{'pepper': 339, 'egg': 0, 'salt': 778, 'cooking oil': 901, 'meat': 276, 'parsley': 338, 'coriander': 254, 'garlic': 259, 'white pepper': 399, 'cumin': 332, 'egg': 0}","'pepper', 'egg', 'salt', 'cooking oil', 'meat', 'parsley', 'coriander', 'garlic', 'white pepper', 'cumin', 'egg'",ALGERIE
3,"[' Couscous:prèparation', '']",-   semoule   -   semouline -   huile -eau -   sel  ,"{'huile': 901, 'sel': 778, 'semoule': 869, 'eau': 794, 'semouline': 869}","{'cooking oil': 901, 'salt': 778, 'semolina: 869, 'water': 794, 'semolina': 869}","'cooking oil', 'salt', 'semolina', 'water', 'semolina'",ALGERIE
9,"[' Couscous au poulet ', '']",-   couscous   - poulet    -   oignons  - tomate -     pois chiches   -   smen -   cannelle -   safran  -    poivre noir -sel -citron  -   beurre  -   poivre noir  - cannelle  ,"{'couscous': 864, 'tomate': 364, 'beurre': 60, 'poulet': 272, 'oignons ': 348, 'safran': 340, 'cannelle': 330, 'pois chiches': 417, 'smen': 60, 'sel': 778, 'poivre noir': 399, 'citron': 240}","{'couscous': 864, 'tomato': 364, 'butter': 60, 'chicken': 272, 'onion': 348, 'saffron': 340, 'cinnamon': 330, 'chickpea': 417, 'butter': 60, 'salt': 778, 'white pepper': 399, 'lemon': 240}","'couscous', 'tomato', 'butter', 'chicken', 'onion', 'saffron', 'cinnamon', 'chickpea', 'butter', 'salt', 'white pepper', 'lemon'",ALGERIE
10,"[' Couscous au poulet farci', ""Kesksou be djedj m'ammar"", '']",-   couscous   - poulet    -   oignons  - tomates -  pois chiches    -   smen  -  huile -    poivre rouge -   poivre noir -sel -   viande   -abattis - œuf -     carvi -   sel -    ras lhanout  ,"{'abattis': 276, 'couscous': 864, 'huile': 901, 'viande': 276, 'poulet': 272, 'oignons ': 348, 'œuf': 0, 'cumin': 332, 'gingembre': 333, 'sel': 778, 'poivre': 339, 'cannelle': 330, 'coriandre': 254, 'allspice': 375, 'clove': 331, 'piment': 362, 'pois chiches': 417, 'smen': 60, 'poivre noir': 399, 'tomates': 364, 'poivre rouge': 339, 'carvi': 326}","{'meat': 276, 'couscous': 864, 'cooking oil': 901, 'meat': 276, 'chicken': 272, 'onion': 348, 'egg': 0, 'cumin': 332, 'ginger': 333, 'salt': 778, 'pepper': 339, 'cinnamon': 330, 'coriander': 254, 'allspice': 375, 'clove': 331, 'capsicum': 362, 'chickpea': 417, 'butter': 60, 'white pepper': 399, 'tomato': 364, 'pepper': 339, 'caraway': 326}","'meat', 'couscous', 'cooking oil', 'meat', 'chicken', 'onion', 'egg', 'cumin', 'ginger', 'salt', 'pepper', 'cinnamon', 'coriander', 'allspice' , 'clove' , 'capsicum', 'chickpea', 'butter', 'white pepper', 'tomato', 'pepper', 'caraway'",ALGERIE
17,"[' Mesfouf de riz aux raisins secs', 'roz mfawwar be-zbib', '']",-   riz -   beurre -   raisins  s -   sucre -   huile  ,"{'sucre': 781, 'riz': 55, 'huile': 901, 'beurre': 60, 'raisins ': 182}","{'sugar': 781, 'rice': 55, 'cooking oil': 901, 'butter': 60, 'grape ': 182}","'sugar', 'rice', 'cooking oil', 'butter', 'grape'",ALGERIE
18,"[' Mhammsa (ou berkoukès):prèparation', 'Petits plombs', '']",-   semoule   -   semouline -   farine -   eau -sel  ,"{'farine': 920, 'sel': 778, 'semoule': 869, 'eau': 794, 'semouline': 869}","{'flour': 920, 'salt': 778, 'semolina': 869, 'water': 794, 'semolina': 869}","'flour', 'salt', 'semolina', 'water', 'semolina'",ALGERIE
19,"[' Mhammsa à la sauce tomate', '']",-   mhammsa -   tomates -   huile -   smen -   beurre -    ail -    poivre rouge -    poivre noir -    sel -    piment fort    ,"{'huile': 901, 'semoule': 869, 'semouline': 869, 'sel': 778, 'beurre': 60, 'ail': 259, 'smen': 60, 'poivre noir': 399, 'tomates': 364, 'poivre rouge': 339, 'piment fort': 362}","{'cooking oil': 901, 'semolina': 869, 'semolina': 869, 'salt': 778, 'butter': 60, 'garlic': 259, 'butter': 60, 'white pepper': 399, 'tomato': 364, 'pepper': 339, 'capsicum': 362}","'cooking oil', 'semolina', 'semolina', 'salt', 'butter', 'garlic', 'butter', 'white pepper', 'tomato', 'pepper', 'capsicum'",ALGERIE
20,"[' Mhammsa au poulet ', 'Tajine berkoukès be djedj', '']",-    mhammsa - poulet    -   navets - oignons   -    sel -  pois chiches   -   smen -    poivre noir -    cannelle  ,"{'semoule': 869, 'semouline': 869, 'sel': 778, 'poulet': 272, 'oignons ': 348, 'cannelle': 330, 'pois chiches': 417, 'smen': 60, 'poivre noir': 399, 'navets': 358}","{'semolina': 869, 'semolina': 869, 'salt': 778, 'chicken': 272, 'onion': 348, 'cinnamon': 330, 'chickpea': 417, 'butter': 60, 'white pepper': 399, 'turnip': 358}","'semolina', 'semolina', 'salt', 'chicken', 'onion', 'cinnamon', 'chickpea', 'butter', 'white pepper', 'turnip'",ALGERIE
21,"[' Mhammsa aux raisins secs', '']",-   mhammsa -   beurre -   raisins  s -   sucre     -   huile -sel  ,"{'sucre': 781, 'huile': 901, 'semoule': 869, 'semouline': 869, 'sel': 778, 'beurre': 60, 'raisins  ': 182}","{'sugar': 781, 'cooking oil': 901, 'semolina': 869, 'semolina': 869, 'salt': 778, 'butter': 60, 'grape  ': 182}","'sugar', 'cooking oil', 'semolina', 'semolina', 'salt', 'butter', 'grape'",ALGERIE
22,"[' Mhammas au scure', 'mhammsa hloua', '']",-   mhammsa -   dattes  -   beurre -     sel -   sucre  ,"{'sucre': 781, 'dattes': 177, 'semoule': 869, 'semouline': 869, 'sel': 778, 'beurre': 60}","{'sugar': 781, 'dates': 177, 'semolina': 869, 'semolina': 869, 'salt': 778, 'butter': 60}","'sugar', 'dates', 'semolina', 'semolina', 'salt', 'butter'",ALGERIE
24,"[' Rechta au poulet ', '']",-   rechta - poulet   -   navets -   smen -     pois chiches   - oignons    -   beurre -    cannelle -    poivre noir -    sel  ,"{'beurre': 60, 'poulet': 272, 'oignons ': 348, 'cannelle': 330, 'pois chiches': 417, 'smen': 60, 'sel': 778, 'poivre noir': 399, 'navets': 358, 'semoule': 869, 'huile': 901, 'farine': 920}","{'butter': 60, 'chicken': 272, 'onion': 348, 'cinnamon': 330, 'chickpea': 417, 'butter': 60, 'salt: 778, 'white pepper': 399, 'turnip ': 358, 'semolina': 869, 'cooking oil': 901, 'flour': 920}","'butter', 'chicken', 'onion', 'cinnamon', 'chickpea', 'butter', 'salt', 'white pepper', 'turnip', 'semolina', 'cooking oil', 'flour'",ALGERIE
25,"[' Rekhsis', 'Galette de semoule au sèsame', '']",-   semouline -    huile ou    smen -   sel -    levure de boulanger -   graines de sèsame -   eau de rose ou  eau de fleur  oranger -     eau  ,"{'eau de rose': 121, 'huile': 901, 'graines de sèsame': 299, 'farine': 920, 'vinaigre': 322, 'pain': 2, 'sel': 778, 'eau': 794, 'semouline': 869}","{'neroli oil': 121, 'cooking oil': 901, 'sesame': 299, 'flour': 920, 'vinegar': 322, 'bread': 2, 'salt': 778, 'water': 794, 'semolina': 869}","'neroli oil', 'cooking oil', 'sesame', 'flour', 'vinegar', 'bread', 'salt', 'water', 'semolina'",ALGERIE
26,"[' Rfis aux noix', '']",-   semoule   -      huile -    eau -     sel   -noix    -   beurre -sucre     -   eau -   sucre -  eau de rose ou  eau de fleur  oranger  ,"{'sucre': 781, 'eau de rose': 121, 'huile': 901, 'beurre': 60, 'sel': 778, 'noix': 297, 'semoule': 869, 'eau': 794}","{'sugar': 781, 'neroli oil': 121, 'cooking oil': 901, 'butter': 60, 'salt': 778, 'walnut': 297, 'semolina': 869, 'water': 794}","'sugar', 'neroli oil', 'cooking oil', 'butter', 'salt', 'walnut', 'semolina', 'water'",ALGERIE
28,"[' Riz aux crevettes', '']",-   crevettes -   riz -   huile -    ail -   tomates -   thym -   laurier -   safran -    poivre noir -    sel -huile    ,"{'crevettes': 145, 'riz': 55, 'huile': 901, 'ail': 259, 'safran': 340, 'sel': 778, 'thym': 269, 'poivre noir': 399, 'tomates': 364, 'laurier': 305}","{'shrimp': 145, 'rice': 55, 'cooking oil': 901, 'garlic': 259, 'saffron': 340, 'salt': 778, 'thyme': 269, 'white pepper': 399, 'tomato': 364, 'laurel': 305}","'shrimp', 'rice', 'cooking oil', 'garlic', 'saffron', 'salt', 'thyme', 'white pepper', 'tomato', 'laurel'",ALGERIE
30,"[' Riz au poulet', '']",- poulet   -   riz -     pois   - carottes - oignon      - tomates -    ail -   beurre -   safran -   laurier -    poivre noir -   gingembre -    sel  ,"{'riz': 55, 'beurre': 60, 'carottes': 368, 'poulet': 272, 'ail': 259, 'gingembre': 333, 'safran': 340, 'sel': 778, 'oignon': 348, 'poivre noir': 399, 'tomates': 364, 'pois': 288, 'laurier': 305}","{'rice': 55, 'butter': 60, 'carrot': 368, 'chicken': 272, 'garlic': 259, 'ginger': 333, 'saffron': 340, 'salt': 778, 'onion': 348, 'white pepper': 399, 'tomato': 364, 'peas': 288, 'laurel': 305}","'rice', 'butter', 'carrot', 'chicken', 'garlic', 'ginger', 'saffron', 'salt', 'onion', 'white pepper', 'tomato', 'peas', 'laurel'",ALGERIE
32,"[' Tlitli au poulet', '']",- poulet    -   tlitli  -     pois chiches   - oignons   -   smen - œufs   -   beurre -   poivre noir -    cannelle -    gingembre -    sel  ,"{'œufs': 0, 'beurre': 60, 'poulet': 272, 'oignons  ': 348, 'gingembre': 333, 'cannelle': 330, 'pois chiches': 417, 'semouline': 869, 'sel': 778, 'eau': 794, 'smen': 60, 'poivre noir': 399}","{'egg': 0, 'butter': 60, 'chicken': 272, 'onion ': 348, 'ginger': 333, 'cinnamon': 330, 'chickpea': 417, 'semolina': 869, 'salt': 778, 'water': 794, 'butter': 60, 'white pepper': 399}","'egg', 'butter', 'chicken', 'onion', 'ginger', 'cinnamon', 'chickpea', 'semolina', 'salt', 'water', 'butter', 'white pepper'",ALGERIE
33,"[' Trid', 'crêpes', '']",-   semouline -   farine -    sel -oignon -huile -eau  ,"{'farine': 920, 'huile': 901, 'sel': 778, 'oignon': 348, 'eau': 794, 'semouline': 869}","{'flour': 920, 'cooking oil': 901, 'salt': 778, 'onion': 348, 'water': 794, 'semolina': 869}","'flour', 'cooking oil', 'salt', 'onion', 'water', 'semolina'",ALGERIE
